,num,name,file_content_chunks,doc_vector_pretrained_bert
3223,9211408,the.girl.in.the.mirror.s01.e08.deva.(2022).eng.1cd,today,"-0.0559932403,0.087290436,-0.0465953723,-0.00804740749,-0.00747581664,0.0253553931,0.117543422,0.00802707206,-0.0465382561,-0.00353763392,0.00781897549,0.0789067298,-0.0273109563,0.123665549,0.00967949536,-0.013499774,-0.0843430907,-0.0904413164,-0.0987398922,-0.0240159929,-0.0729300976,0.00358229713,-0.013129862,0.0215821024,0.0274878796,0.0523741096,0.0225489661,-0.039244581,0.0461199693,-0.0580177717,-0.109683864,-0.0453939438,-0.0122450916,-0.00553373527,-0.0486779697,-0.0775075108,0.00959409494,-0.0335769542,-0.0172783602,0.00713952724,0.00463960133,-0.143171713,-0.0515478328,0.0674026236,-0.00202646945,0.0363026932,0.0379629731,0.0529217534,0.129839897,0.0430417806,-0.0701935589,0.0147600891,0.0183168836,-0.0395658799,0.0124448724,0.0854540989,0.0396248437,0.0518840067,0.0955936685,0.0201647561,0.0939813852,-0.000938165584,-0.0449081808,0.0452980623,0.018154759,0.0284499936,-0.0112344539,-0.0195476953,0.0181602854,0.0154288607,-0.0482800119,-0.0485297702,-0.00654524937,-0.0699027926,0.0412081555,0.0533214062,0.0320635699,0.016794363,0.0297204517,-0.0871207863,-0.0476109348,-0.00978046935,-0.0434228927,0.0302331261,-0.0098689748,0.0191621799,-0.0777259991,0.054581441,-0.00316127087,-0.0251282044,-0.0416619852,0.021862207,-0.018053256,0.0393573456,-0.065212138,-0.0534912571,-0.0465317704,0.0654825419,-0.0062393425,0.255826741,0.0140984152,0.073526524,0.00133374718,-0.020291049,0.0974007994,-0.0291796848,-0.0635573864,0.0511750318,-0.0599872507,-0.0890884623,-0.0373172797,0.0130348485,0.0392251499,-0.0253105331,-0.00211084075,0.00344343879,0.0338427052,0.0257265028,-0.000587610295,0.0444600955,0.0473132432,0.00410604104,0.00816234481,-0.0614713058,-0.029835023,0.0236367583,0.0189246517,-4.93949522e-33,0.040619608,-0.0770970657,-0.00847840868,0.0440726765,-0.00721732015,-0.0992449224,0.0263630915,-0.0628702268,-0.0185774919,-0.0865344107,0.0517003052,-0.0540038124,-0.0640369132,-0.0565871857,0.00576367136,-0.045228187,-0.0145017523,0.0149922194,0.0266396906,0.0279777106,-0.0166217368,0.0291955583,-0.00960084889,0.024556838,0.0353155211,-0.00175356376,-0.0422802307,-0.0651808679,-0.00682726083,0.0250154752,0.0641028881,-0.044200778,-0.0139086712,0.0530600883,0.044303719,0.0537314825,-0.0654642582,-0.042981267,-0.0228877403,-0.0479618311,0.101829574,-0.0436449721,-0.00342051033,-0.0570885316,0.0367734879,0.0394796059,0.0634082407,0.0649746954,-0.00378889055,-0.0170343146,-0.0206870139,0.0170154572,-0.0620069988,0.0254785344,-0.0534429215,-0.0289823487,-0.0242580138,-0.0866000056,0.00314478716,0.0245541167,0.0152157983,0.0394166894,0.0230285004,-0.0403927453,-0.0984733403,0.0118757626,0.0244096927,-0.0256276969,-0.0271615461,0.00334817381,0.0539953187,0.029311778,-0.00215184642,-0.0503769927,0.0149528729,0.00232351734,0.0721453726,-0.00554281659,0.0121195205,0.0840916932,-0.0102133574,-0.0103979055,0.0158373434,0.0177561436,0.120037764,0.0817787945,-0.0264146067,0.0786062852,-0.0010899367,-0.00588564342,-0.110939279,0.0353641734,0.048897326,0.0195512976,0.0335707553,3.26611069e-33,0.0328774378,0.011805553,-0.12130037,0.0645806566,0.0133059863,-0.0130462321,0.0318048,0.119028449,-0.0187329631,0.0645649135,0.0036625287,0.0463298261,0.00598537549,-0.0165983196,0.0115566449,-0.0465944931,0.0226547327,-0.0469404832,-0.011103305,0.0149009433,-0.116117112,-0.0427328832,-0.0162293147,0.0483352207,0.0178042427,0.056235712,0.137703344,0.0399709456,-0.0362214185,-0.0684891194,-0.0206773207,0.00553510385,-0.0908109099,0.070185177,-0.0134326136,0.0854947716,0.0455569401,-0.012651043,0.0594299808,-0.0071748714,-0.0351670645,0.0618411191,-0.136993125,0.127913579,-0.0296160039,0.0269150268,-0.0310384836,-0.0263410881,-0.0151006533,0.0425587595,-0.0629245341,0.072027944,0.0571480617,0.01305121,-0.00313101173,-0.0301989876,-0.0612984598,0.00699125882,-0.0513564646,0.0183597505,-0.0784546062,0.0277730394,-0.100824706,-0.005415597,-0.040550217,0.0121823605,-0.00768654747,0.00595746795,0.0162050724,0.00200884417,0.0276476033,-0.00432050135,-0.075001426,0.0124891549,-0.0796718523,0.0452840477,-0.00625836197,-0.0166348666,0.00370518374,-0.0185789876,-0.0948863328,0.0264242999,-0.00732942112,-0.00296881539,-0.0316208899,-0.0163207687,0.0368937179,0.00105255644,0.0208353251,0.00272335485,-0.0593283512,-0.025469901,-0.0599186569,0.0365666002,-0.024118714,-1.33998181e-8,0.0541568547,0.102400415,-0.0658785701,0.042681165,0.0346186645,0.107948095,0.0205273014,-0.0281230845,-0.00281283166,-0.00795692764,0.105622426,0.0312312525,-0.0270109661,0.0126854032,0.095522739,-0.0549239032,-0.0404588357,-0.0424702317,0.0169581603,-0.000541470945,0.0376598425,-0.0145187108,0.0235051587,0.00414871331,0.0826361701,0.0168592725,-0.0873679444,0.0646568611,-0.0650563017,0.0223613176,0.00115557492,0.149506196,-0.0770347118,-0.0564565621,-0.00513023883,-0.0132628866,-0.0148590254,-0.0067994711,-0.0228454992,-0.0354137309,0.00934135634,0.00200264133,0.0341515318,-0.00539922761,0.0143892253,0.0455952883,0.00158119772,-0.0416853204,-0.0455377549,0.00951734651,-0.0172393452,0.0435666777,0.0284631811,0.0379970856,0.042677965,0.0300313272,0.0191567373,-0.00994713791,-0.100881211,-0.0169733819,0.0701428354,0.0318666808,-0.0719901398,0.029176522"
723,9183985,9.lives.of.a.wet.pussy.(1976).eng.1cd,main,"-0.0270579457,0.00268839183,-0.0349080376,-0.0373594388,0.00445027184,0.0136782657,0.0487397611,0.067258358,-0.0701659098,-0.0106105795,-0.054335922,-0.0590879656,-0.0189077612,0.0235623121,-0.0106293587,-0.0343140401,-0.0351494364,0.027767418,-0.0164161008,-0.0170221049,-0.154490098,-0.0621285364,0.00968093332,0.00581987528,-0.0206403621,0.00551387435,-0.0434670113,0.0514979064,-0.0331395902,-0.220323041,-0.0449712873,0.0163549986,0.126515344,0.0149090216,-0.0818660408,0.0190917775,-0.0379953235,-0.0676775649,0.00120926357,-0.0339452513,-0.0277908202,-0.0189542864,-0.00713764643,0.0101229819,0.0292679332,0.0487561822,0.0492004342,-0.0371508226,0.0606557988,0.0201128293,0.0176733043,-0.0517373122,-0.0501467697,0.106114998,0.0661024153,-0.00696872501,0.00482576108,-0.045560997,0.0625074282,-0.0358496048,-0.00547555368,0.0797751695,-0.0747565553,0.0236361232,0.0958031267,-0.078069903,0.000051027444,0.0132731339,-0.0484672599,-0.018057486,-0.0107286498,-0.00834144466,0.0278646741,-0.0397291221,0.0525072813,-0.0128615508,0.00533273304,-0.0159458145,0.016671339,0.00307162758,0.0254197847,-0.0105456328,-0.0802638307,0.0448777825,0.0124625601,0.0143556539,-0.0306628235,0.00953082275,-0.080913119,0.00212760363,0.0318926126,0.0127002196,0.117715247,0.0470289588,-0.0545740873,0.0880217329,0.00763620855,-0.092236273,-0.0407732911,0.240955517,0.0308327097,0.00818182435,0.105146185,0.0134370718,0.0734293163,-0.0134159746,0.0370193943,0.0289195478,-0.0114192348,-0.0321882963,-0.0402346477,-0.00909423828,-0.041980356,-0.00966066122,0.0219733492,0.0362567082,0.0737666637,0.0484262966,0.0480396934,-0.0141597688,0.0987112597,-0.0172156841,-0.0223643165,-0.0168937072,-0.0628794804,-0.0035726123,0.00105486403,-4.09855501e-33,0.065953128,-0.0470755063,-0.00717937062,0.0414582603,-0.0105888136,0.0456184894,-0.0101649612,0.00702854013,-0.0776739046,0.0203982145,-0.0733562931,0.0722882524,-0.00268533523,0.0661595017,0.0545511656,-0.00787906814,0.084178783,0.0307166241,-0.0607062839,-0.0404951982,-0.0224362593,0.176610261,-0.0385162048,-0.0286864601,0.0294603575,-0.0302132107,-0.017673688,-0.0760376751,-0.0331322215,0.00870009698,0.0397496969,-0.00860986486,-0.0170171317,0.0647322685,-0.0141110169,-0.00176373811,-0.00927728508,-0.0402822457,-0.0130446227,-0.0434912592,-0.0238860883,0.021490816,-0.0469766147,0.00928809587,-0.00496697193,-0.00972799677,-0.0131304627,0.00558266742,0.0408446416,-0.00821412914,-0.0218160748,-0.0351822823,-0.0298300907,0.0333702154,-0.0425957367,0.0376737639,0.0403624773,0.00375134847,0.0122532872,0.0276218429,0.00899603125,0.09590967,-0.0109331962,0.113723412,-0.0618190952,-0.0128423152,0.000326741254,-0.0474059507,0.0758159533,-0.0353621729,-0.100422546,-0.0248662885,0.121408768,0.028845422,0.0261625182,0.0434086248,-0.0489895307,0.0430075005,-0.0741584077,0.0373757444,-0.0958827212,0.0428378209,0.00485625863,0.0267094206,-0.0401833765,0.023317134,-0.00141381007,-0.0353880972,-0.00439666491,0.0716834143,-0.0435730405,-0.0159828607,0.0462719053,0.0532661565,-0.0977073461,4.08997243e-33,-0.0212865807,0.0190126095,-0.00445744162,0.0128295785,-0.00733679859,0.0246736445,0.037023101,-0.0464456417,-0.0683385134,0.0742278025,0.0347926319,-0.00721177412,0.0804681107,0.0326018631,0.0783385411,0.0255863108,0.044642169,0.0373385102,-0.0867882147,0.0460619964,-0.0323375165,0.0124500776,-0.137489885,-0.112224013,-0.0128541067,0.0418178886,-0.0508041047,0.0334675163,-0.0118521675,0.00621449016,0.0346001014,-0.0356496163,-0.088031508,0.0331675932,-0.0786822736,0.0779680684,-0.0795470178,0.00296538859,-0.00993416458,0.0424453951,0.103467345,-0.0169972386,0.0538766943,0.0749864429,-0.018753428,-0.00461546984,0.0343880132,0.0269668102,-0.0284975655,0.0318366066,-0.0898630768,0.011323926,0.058800295,-0.00730602071,0.0598407984,0.0424175709,0.0404913202,0.0442889817,-0.0432568491,-0.0117030796,0.0827546343,0.0319570787,-0.0244484264,-0.0265400708,-0.0325018428,0.0325909294,-0.00686289463,-0.0203189068,-0.0412960276,-0.0478666909,0.00631915918,0.0436857268,0.00575048896,-0.0192036238,-0.0537992604,-0.0141861122,-0.0712468848,0.0276085567,0.0466610491,0.0146427238,-0.0151868947,0.00568580907,-0.0469561517,-0.00800170191,-0.0255128965,-0.0359918661,0.0183200482,0.00600354979,0.0510616153,-0.0541460067,0.0395591632,0.0324926935,0.0408934504,-0.0110547505,0.00520863151,-1.17379777e-8,-0.0343372561,0.0686369166,-0.05137996,0.0334392749,0.0585553609,0.0303271934,-0.0621624216,-0.040462818,-0.00160670909,0.13728109,0.00220402703,-0.0752398893,0.0300931297,-0.0604663044,0.0657701567,0.0026999251,0.0240547359,-0.0136596626,-0.0216566753,-0.027678309,-0.00807597581,0.0275966339,-0.0203155559,-0.0386620425,-0.0161047895,0.000370718451,0.0239686016,0.0776520893,0.0129725533,0.0879039764,0.0243042149,0.0593122728,-0.090792194,-0.0624734908,0.00848669186,0.0892143846,-0.0120390877,0.0524430685,-0.00289398874,0.00968517829,0.07463447,-0.0861564204,0.0312300026,0.00396199943,-0.068334192,0.0255869571,-0.107704997,-0.0680411533,0.000615374069,-0.0325906835,-0.000018143739,-0.0687930062,0.0563660078,0.0434399657,0.0615252703,0.0677331761,-0.00771226082,0.00944984239,-0.0686633587,-0.00909072999,0.107438102,0.0253600162,-0.0458967686,0.0875707343"
2095,9221112,butch.and.sundance.the.early.days.(1979).eng.1cd,home babbling oh baby cry okay mommy guy right back babbling supposed home babbling padma baby fussing padma baby cry baby cry hi reached padma leave message beep cry loudly,"0.0220911261,-0.0658025444,0.0763001293,0.00346080353,-0.0395678282,0.0614108928,0.0686459765,-0.0654692501,-0.0138139986,-0.0577555709,-0.00966945104,-0.108660132,-0.0492203981,-0.000121132944,0.023397848,0.0178050697,0.0479060411,-0.00776840048,-0.0151619697,-0.00605726009,0.0607010238,0.0294756554,0.0219574589,0.0656376481,0.0202989914,0.0999642462,-0.0237945262,-0.0418381467,0.0334880017,0.010529696,-0.00515381619,0.0509710722,0.0450176038,-0.023408331,-0.0461212173,0.017183857,-0.032556463,-0.016297685,0.0733163133,-0.0817405805,0.0159241036,-0.0237729959,0.0522083305,-0.00608620141,0.090411976,0.0168763641,-0.0197944809,0.00381913199,0.0871889144,-0.0413692705,-0.0308219511,-0.0540196635,-0.00356199313,0.0630976781,0.0304932855,0.025087215,0.087717548,0.0166399684,0.0881553665,0.00686034979,-0.0822061896,0.046961505,0.073488988,0.0037791722,0.0737439021,-0.0915586203,-0.010006031,0.0299001746,0.0626717061,0.136828452,-0.0375686139,0.0352716632,0.023714615,0.0725011155,-0.0459828377,0.0301861241,0.0229865443,-0.0745219588,0.0294932611,0.000502945157,-0.0263636857,-0.106011666,-0.0119779073,0.0457308739,-0.020725457,-0.017818667,-0.00644676341,-0.00660285028,-0.0148612354,0.0189218018,0.0388444178,-0.0508931838,0.02046258,0.0499693714,-0.11792998,-0.117128402,-0.0431797057,-0.0345952585,-0.100945748,0.0782273859,-0.0297426526,0.0850952491,0.00741067482,0.0372480117,0.0265951734,-0.0278961007,-0.0242063962,-0.0584228486,-0.0410905667,0.0292249657,-0.121935904,-0.0449210778,-0.050470341,-0.0465208367,0.0498765968,-0.0155352401,-0.0423120596,-0.0363317057,-0.0389696248,-0.0156384669,-0.028949799,-0.00394021766,-0.0416427068,0.000353053241,-0.00525696529,-0.08677385,-0.0264750142,1.13037976e-32,0.0821269676,-0.0233070347,0.0270046927,0.0950836465,0.00484192511,0.0187317319,-0.0150342342,0.0248214956,0.00452787615,-0.0197245087,0.015250029,-0.125344455,0.00731793791,-0.0467743166,0.0112618022,-0.00696966704,-0.0231661331,-0.0179878939,-0.0146353478,-0.0722884536,-0.0229521003,0.0655987039,0.00428163726,0.055787649,0.0251019299,-0.0532607958,0.11613144,-0.0289165732,0.0430488959,0.0418671444,0.0291058738,-0.0471987315,0.0121241445,0.000703395926,-0.0521067567,-0.050427217,0.00419162633,-0.0686293766,-0.0518315919,0.019166654,-0.0784738809,-0.00846382789,0.00154294621,0.00281313667,0.0131265242,0.0118971169,-0.0680749789,0.0586347468,0.102963246,0.0401486717,0.0239565168,0.00701914122,-0.0316804051,-0.0175978579,0.00900905207,0.0347034521,0.0549901314,-0.00638059154,-0.02319468,-0.0195822101,0.0370763242,-0.0596398115,-0.04972969,-0.0708861277,0.0433002487,-0.00326762558,-0.00646404549,-0.0790267736,0.00626104837,-0.0745193213,-0.0439359173,-0.0533149391,0.0357423499,-0.00610861741,-0.081670031,0.0709080771,0.0394195504,-0.0691247955,-0.0330346301,-0.0475262031,0.0165433791,0.0370881073,0.0406276882,-0.00370810158,0.0995295048,-0.0508104749,-0.0289314203,-0.0796268955,-0.0137734814,0.0719644949,-0.0298805758,-0.0326909535,0.15670009,0.0210503563,-0.0896759406,-9.02725589e-33,-0.067408219,0.0490488373,-0.103598766,0.0253368486,0.0234084316,-0.0328158438,-0.0153364064,0.0563517995,0.0638689473,0.0757887736,-0.0542011037,-0.0448040292,0.0462502427,0.0476073362,0.0471829996,-0.0069106943,0.0733480826,0.108640395,-0.0167553592,0.114048474,0.0175143909,-0.00964312255,-0.00984489545,-0.00510060741,-0.00597752724,0.0400598422,0.0618698262,0.0435990095,0.0794099122,-0.0359767489,-0.0582353398,-0.0106880451,-0.0858163536,0.093864575,0.00964623783,-0.000100202065,-0.0996360555,-0.0305138789,-0.0888739526,0.0288318787,-0.0488394424,0.0608233996,-0.0711511821,0.0224317294,0.0285535958,-0.00202114554,-0.0164141562,0.0322906785,-0.042278707,0.028265778,0.0639877394,-0.0551867709,0.00903869327,-0.017686259,-0.0729231313,0.0435954817,0.036735259,0.0120383818,-0.0217694342,-0.0549899787,0.0495054089,-0.00757811638,0.0536050536,0.000502944691,-0.022550717,-0.00565492455,0.00291177514,0.0257238131,-0.0182869695,-0.101862304,0.0397767909,0.00798671413,-0.0954798162,-0.0269708317,0.00129875494,0.042958837,-0.0668648481,-0.0925401896,-0.026658114,-0.0691927522,0.0203155149,0.0550514571,0.0107290065,0.0239156056,0.0308030806,-0.0396707654,0.0688037574,0.013427102,0.0356114544,-0.00317029399,0.068401821,0.0970143452,0.124634214,-0.0244582128,0.0543702096,-3.01158529e-8,-0.0452551134,-0.0803171992,-0.00861055963,-0.0479265936,0.112327069,-0.0386873111,-0.0500026233,-0.046183262,0.00998055376,-0.01395394,-0.00644282112,-0.000610006275,-0.0550752617,-0.0150674442,-0.020893516,0.00903774053,0.0299981218,-0.0536425859,-0.0652311444,-0.0877402797,0.000349164999,0.00116845593,0.0289209802,0.0193907637,-0.0320447832,-0.0170735344,-0.0000244897001,0.0628566146,-0.0712115914,0.000838042528,0.0530475304,0.0597963184,-0.0159275904,-0.0491052158,-0.0625143051,0.0700967312,0.0684541762,0.00969870016,0.0236709397,0.0798326656,-0.034235213,-0.0648450777,-0.00282281078,0.0196118429,0.0602738596,0.00819818582,0.0809907839,-0.08838512,-0.0105011789,-0.083939217,-0.0247842018,-0.0193068404,0.0113918008,-0.0370821618,0.067968078,0.0756538808,-0.0750853792,0.0493707806,0.00323914061,0.108098038,0.0693346038,0.0556069613,0.0351277478,-0.00818037242"
3115,9217059,american.masters.s33.e05.joseph.pulitzer.voice.of.the.people.(2019).eng.1cd,space get really feel like much space colorful one tough decision think know one really want colorful one knew close eye see sitting window knitting reading book make smile every time think actually chose tiniest tiny house flaming aqua one color although little shocking first really grew get inside house head inviting made want plop read book go little bit budget price big house still sale decided move friend kind enough let park tiny house farmland outside nashville moved couple week ago tiny life actually pretty much imagined know compromise far space love like living workshop getting rid thing six month really given appreciation downsizing live sparsely part house love best reading window soothing hey hey good think lynah like home chose sorry lot space gonna work mom got major guilt going whole lot space people come visit look storage worked got clothes love feel cozy living tiny house totally changed life surrounded thing important see nice like living room skeptical first made work well look happy thank hey huzzah advertise product brand contact www opensubtitles org today,"0.043505121,-0.0524564013,0.065807566,0.0534440316,0.0119688744,0.002180957,0.107320987,-0.0234423615,-0.00286526536,0.0220185798,-0.00292421342,-0.0238622427,0.0120103201,-0.0153003111,0.0225231126,0.00889332592,0.0214822292,-0.0220198371,-0.0935778841,-0.000176570204,0.000811036036,0.0438614078,-0.0405132286,0.0281748176,0.0305873267,0.0735879987,-0.105289772,0.0122941704,-0.0346272923,-0.0449360199,0.038944643,0.144574121,0.0685136989,-0.0356483199,0.0846872255,0.123029836,-0.00227422873,0.0385779254,0.00578605291,-0.0568311512,-0.0627199784,-0.0393783301,0.0201401226,-0.0286588836,-0.0715475455,-0.063128002,0.0120875733,-0.130643129,0.0371506363,-0.0435422137,-0.077238895,0.000857347739,-0.0286674388,0.054987818,-0.061623849,0.0113131749,-0.0394143499,0.0797398239,0.0197742637,-0.100232355,-0.0105344588,-0.0646645054,0.0577718392,0.0301039387,-0.0336007811,-0.0261490401,-0.0699542165,0.0443069637,0.0312378891,-0.0303980391,-0.00983473565,0.0359661505,-0.0211113673,0.0745245963,0.0313993283,0.0223539472,0.0265325438,-0.0683515444,0.0320714563,0.0619830489,-0.0283844862,0.0245952345,-0.0955302641,-0.0202900805,-0.149842411,0.00556927873,-0.0332131013,0.020776784,-0.0584899224,-0.0699716806,0.0166421123,-0.0148709156,0.0245988946,-0.0411178656,-0.063450627,-0.120171465,-0.103628747,-0.0444973744,-0.0488935933,0.0613701157,0.0135566518,0.0434967801,0.0439087935,-0.0197980925,-0.00082360825,-0.0666733757,0.0486480109,0.0542693958,-0.0124930143,-0.0265027136,-0.0660830364,-0.0298035238,-0.0553915352,-0.0387979597,-0.0284226388,-0.00911720097,0.0318662859,-0.0209621564,0.065975897,0.0209173094,-0.00902484078,0.00254149898,-0.0264366306,-0.0384928286,-0.0560293384,0.00604894292,0.045556359,2.49168538e-32,0.0362670645,0.0447367914,0.0245525558,0.03301166,0.0638728887,-0.0336315334,-0.05522912,0.125567123,-0.100364625,0.0426795632,0.0993770361,-0.0309560243,-0.00775750726,0.0158818122,0.00128466589,-0.00644887146,-0.0403842181,-0.0606803671,-0.0142309032,0.0251328088,-0.0563849434,0.100259699,0.00374149997,0.0101172011,-0.0126528637,-0.117862538,0.0438752212,-0.0369176269,-0.0409561843,0.00643128483,-0.0783226416,0.0406843461,0.0359150507,-0.0483990386,-0.0417963676,0.036714524,-0.0150994705,-0.0403151773,-0.0331059955,-0.0454664379,-0.0592004694,0.017823955,-0.0145664616,0.00328327599,0.0649012476,0.102859601,0.0600067489,0.00960988738,-0.0304901917,0.0400971994,0.0187514443,0.0186752547,-0.0366459191,0.0539649315,-0.00863562711,0.0118864151,0.0122105004,-0.0197730176,0.0758273304,-0.0310528539,-0.0221636258,-0.0233444348,0.0639513209,-0.0496727526,0.0219228808,-0.0886374488,0.0874458849,-0.016893914,-0.0597757138,0.113156535,-0.0473408923,-0.0307160877,-0.0444134511,0.0392887145,0.0501663014,-0.0378252566,-0.0473834015,-0.0802569389,-0.0789402947,0.0120984437,0.0490737632,-0.0959845781,-0.0216502603,0.079693526,0.0293939691,-0.039996095,0.0682160482,-0.0425600484,-0.0878973603,0.0165682212,0.00066880096,-0.0261696801,0.047445368,-0.0956370905,-0.0968955681,-2.47640014e-32,0.00876005366,0.00225961395,-0.0507839471,0.0538296364,-0.000165100253,-0.0257571526,-0.0705630109,0.0120130004,0.0909634307,0.0859273076,-0.0650153607,0.00789712928,0.0567291416,-0.00109043496,-0.00951205287,-0.0192583259,0.066812627,-0.0160864163,0.028530892,0.0993652493,-0.0215143394,-0.00103775866,-0.108685173,0.0361049846,-0.0194767024,0.0387144238,0.0254085716,0.100830689,-0.0279592946,0.00338318734,-0.126826063,-0.0385397822,-0.040362332,0.0306805428,-0.0173179246,-0.0179279409,-0.0227150097,-0.0557977371,-0.13604714,0.0168727674,-0.0908725932,-0.0257433467,-0.021455599,0.0276335627,-0.0683993399,-0.116178662,-0.0816837251,-0.0239817705,-0.095673427,0.0404346362,0.040012911,0.04146396,-0.0737266317,-0.0377648026,-0.004947023,-0.000678462966,-0.0140612088,0.0221130978,-0.0502853505,0.0396001823,-0.000978055643,-0.0230581556,-0.0158949718,0.0396119766,-0.0136152273,-0.0776575655,-0.0111031197,-0.0786245242,-0.0749277994,0.00301301014,0.0149448169,-0.0275413282,-0.032649938,0.00549290422,-0.0188413579,0.053246405,0.0838748142,-0.0567924231,0.0381646827,-0.0125299664,0.00244619977,-0.00415586168,-0.00141576072,0.025534004,0.0332241319,0.0306390151,-0.107246764,0.0156938434,-0.0422246493,0.0811232403,0.0100467876,0.0473882742,-0.00797437411,0.0296697933,0.0170597788,-7.07703052e-8,-0.0381314568,-0.013148874,0.0300231334,0.0623908341,0.020848155,-0.0342013836,0.0775565505,0.104372956,-0.0354745463,0.0334547758,0.0106444024,0.000735002512,0.00180132035,0.00428953813,0.00614349591,0.0345386192,0.0592381582,-0.0190090649,-0.0907643139,0.00819808058,0.0120572848,-0.0261453092,-0.0406699255,0.00621238723,-0.0621938184,-0.0471759364,0.00932455529,0.0376882628,0.0152988732,-0.0312726274,0.0686419308,-0.00459757447,-0.0285149384,0.0190960299,-0.0148420734,-0.0425636284,-0.0138888117,-0.00538551994,-0.0413486809,0.0352850854,-0.0773444176,-0.0432481095,0.0400480404,0.0138442032,-0.11827606,-0.0466203578,0.0272918735,-0.0387676693,-0.0285161864,-0.0790095702,0.0255220048,-0.0153001398,-0.0794521123,0.00489394926,0.00375327049,0.0204002112,-0.0163886603,0.141218051,0.0188479628,-0.00901842955,-0.0055781249,0.0558993742,-0.0861030892,-0.0155552514"
